Indexcd,Idxtrd01,Idxtrd02,Idxtrd03,Idxtrd04,Idxtrd05,Idxtrd06,Idxtrd07,Idxtrd08
300,2010/2/1,3198.23,3198.31,3116.44,3152.71,570013.8,7598215.05,-1.6057
300,2010/2/2,3170.78,3211.94,3143.09,3146.19,501300.33,6831841.24,-0.2068
300,2010/2/3,3160.71,3231.1,3094.57,3230.72,647988.94,8753625,2.6867
300,2010/2/4,3206.43,3242.52,3190.44,3218.8,589727.26,7546655.3,-0.369
300,2010/2/5,3147.72,3177.42,3129.92,3153.09,591058.45,7369313.24,-2.0414
300,2010/2/8,3152.25,3172.31,3133.81,3150.99,373559.51,4790242.93,-0.0666
300,2010/2/9,3147.76,3178.95,3144.48,3169.19,359531.58,4522266.04,0.5776
300,2010/2/10,3195.14,3214.46,3182.83,3214.13,342198.94,4815214.46,1.418
300,2010/2/11,3216.69,3238.35,3207.17,3220.4,357910.52,4699971.3,0.1951
300,2010/2/12,3232.88,3253.2,3228.74,3251.28,340582.38,4670322.06,0.9589
300,2010/2/22,3248.95,3261.95,3232.78,3233.35,382837.72,4998133.37,-0.5515
300,2010/2/23,3225.39,3225.39,3152.93,3198.63,427428.98,6238607.69,-1.0738
300,2010/2/24,3177.08,3244.82,3165.13,3244.48,499894.37,6441409.74,1.4334
300,2010/2/25,3252.15,3294.14,3249.33,3292.13,675866.17,8948580.16,1.4686
300,2010/2/26,3286.1,3301.15,3273.69,3281.67,521072.88,7017166.61,-0.3177
300,2010/3/1,3290.01,3330.38,3287.56,3324.42,605045.2,8120568.9,1.3027
300,2010/3/2,3327.1,3339.89,3299.69,3311.24,570343.74,7623399.23,-0.3965
300,2010/3/3,3313.02,3335.65,3293.92,3335.08,606227.32,7844213.3,0.72
300,2010/3/4,3338.67,3345.91,3244.98,3250.57,693468.1,8946291.38,-2.534
300,2010/3/5,3253.16,3276.4,3239.68,3259.76,456291.38,5962117.84,0.2827
300,2010/3/8,3268.4,3293.93,3258.03,3286.18,415408.76,5468655.51,0.8105
300,2010/3/9,3285.62,3322.51,3255.98,3305.86,541994.86,7197129.77,0.5989
300,2010/3/10,3304.04,3321.08,3267.76,3279.69,464210.79,6176042.93,-0.7916
300,2010/3/11,3282.2,3303.49,3251.7,3276.71,474877.54,6373265.89,-0.0909
300,2010/3/12,3277.31,3284.26,3232.12,3233.13,399573.44,5261121.08,-1.33
300,2010/3/15,3231.22,3234.82,3171.8,3183.18,378443.04,4921989.81,-1.5449
300,2010/3/16,3183.78,3204.29,3169.1,3203.97,308477.8,4151042.64,0.6531
300,2010/3/17,3214.22,3274,3207.27,3273.92,458009.34,6258739.54,2.1832
300,2010/3/18,3277.88,3295.37,3256.59,3267.56,469480.13,6250913.02,-0.1943
300,2010/3/19,3270.98,3296.41,3251.14,3293.87,460621.87,6211423.07,0.8052
300,2010/3/22,3297.82,3313.92,3288.51,3302.63,494394.62,6565297.68,0.2659
300,2010/3/23,3305.55,3309.12,3272.92,3275.57,465395.36,6214553.14,-0.8193
300,2010/3/24,3282.05,3298.54,3271.03,3276.67,445479.66,5833030.12,0.0336
300,2010/3/25,3270.39,3270.39,3222.82,3229.13,449842.85,5860475.96,-1.4509
300,2010/3/26,3226.8,3285.39,3220.59,3275,474449.65,6159284.32,1.4205
300,2010/3/29,3295.76,3363.61,3293.67,3358.54,847249.1,11032697.35,2.5508
300,2010/3/30,3361.35,3372.27,3350.31,3366.71,564369.8,7868266.94,0.2433
300,2010/3/31,3369.19,3369.9,3338.75,3345.61,531242.87,7212088.63,-0.6267
300,2010/4/1,3349.88,3392.48,3349.88,3391.94,677726.69,9236049.58,1.3848
300,2010/4/2,3400.14,3412.2,3391.81,3407.35,690734.52,9904076.01,0.4543
300,2010/4/6,3422.85,3436.29,3386.89,3405.15,651917.1,9398588.39,-0.0646
300,2010/4/7,3403.09,3404.58,3369.02,3386.95,540112.28,7673315.99,-0.5345
300,2010/4/8,3381.31,3381.31,3336.16,3346.74,621853.22,8931746.86,-1.1872
300,2010/4/9,3348.77,3379.4,3342.47,3379.17,512805.67,7559035.63,0.969
300,2010/4/12,3388.36,3393.56,3330.3,3351.48,745651.5,10599660.96,-0.8194
300,2010/4/13,3350.73,3401.71,3324.05,3391.72,799076.95,11644033.93,1.2007
300,2010/4/14,3394.64,3404.52,3377.44,3403.71,603061.31,9078756.87,0.3535
300,2010/4/15,3407.03,3412.94,3365.88,3394.57,610516.85,8870023.56,-0.2685
300,2010/4/16,3388.29,3388.29,3348.78,3356.33,471403.68,6723559.67,-1.1265
300,2010/4/19,3313.5,3313.5,3175.44,3176.42,884163,11885597.2,-5.3603
300,2010/4/20,3176.41,3196.65,3130.96,3173.37,641378.59,8800596.57,-0.096
300,2010/4/21,3178.88,3237.54,3164.77,3236.68,669283.31,9337337.78,1.995
300,2010/4/22,3222.68,3231.99,3177.73,3201.54,710816.88,9897038.63,-1.0857
300,2010/4/23,3198.78,3224.74,3172.58,3190,612526.79,9211567,-0.3605
300,2010/4/26,3195.46,3207.72,3168.37,3172,508941.99,7495912.11,-0.5643
300,2010/4/27,3163.1,3163.1,3060.85,3108.41,652965.74,8805836.06,-2.0047
300,2010/4/28,3080.32,3122.12,3062.09,3097.35,459954.06,6548492.46,-0.3558
300,2010/4/29,3114.94,3130.7,3059.8,3060.06,482609.71,6925086.81,-1.2039
300,2010/4/30,3060.12,3068.13,3014.07,3067.37,544778.81,7319088.4,0.2389
300,2010/5/4,3005.49,3056.08,2994.92,3019.45,412486.1,5455860.71,-1.5623
300,2010/5/5,2981.78,3036.87,2943.36,3036.39,596704.41,8083534.04,0.561
300,2010/5/6,3014.91,3014.91,2895.39,2896.86,587704.13,8150226.2,-4.5953
300,2010/5/7,2835.88,2892.53,2817.15,2836.79,611193.99,7914749.97,-2.0736
300,2010/5/10,2842.37,2872.31,2798.52,2858.23,502091.73,6490918.81,0.7558
300,2010/5/11,2916.34,2922.13,2790.7,2800.82,583634.9,7389466.68,-2.0086
300,2010/5/12,2781.71,2832.15,2756.42,2818.16,530022.71,6469398.82,0.6191
300,2010/5/13,2818.58,2886.97,2811.66,2886.91,551457.78,6748653.66,2.4395
300,2010/5/14,2865.58,2888.09,2849.24,2868.02,424987.19,5517529.1,-0.6543
300,2010/5/17,2828.88,2828.88,2712.44,2714.72,521668.47,6239551.35,-5.3452
300,2010/5/18,2711.41,2781.85,2686.97,2771.35,545096.71,6274624.58,2.086
300,2010/5/19,2748.95,2803.7,2723.3,2762.17,455762.21,5465640.13,-0.3312
300,2010/5/20,2739.22,2793.88,2721.07,2726.02,421748.03,5267791.49,-1.3088
300,2010/5/21,2656.42,2769.09,2647.6,2768.79,544753.83,6350180.89,1.569
300,2010/5/24,2787.75,2886.37,2787.75,2873.47,745023.38,8996188.28,3.7807
300,2010/5/25,2851.26,2855.33,2798.02,2813.94,551683.27,6795498.81,-2.0717
300,2010/5/26,2814.44,2839.03,2797.63,2813.94,398585.64,4849560.31,0
300,2010/5/27,2808.05,2866.87,2771.59,2859.98,534452.09,6526677.37,1.6361
300,2010/5/28,2885.86,2893.69,2835.07,2850.3,515349.89,6434250.54,-0.3385
300,2010/5/31,2835.33,2857.42,2772.79,2773.26,462168.54,5669580.36,-2.7029
300,2010/6/1,2755.28,2782.29,2710.59,2744.16,448514.26,5323091.38,-1.0493
300,2010/6/2,2729.33,2757.91,2700.08,2757.53,395870.2,4636422.95,0.4872
300,2010/6/3,2769.1,2787.51,2735.7,2736.08,395872.58,4714326.29,-0.7779
300,2010/6/4,2721.36,2748.48,2713.1,2744.39,327462.91,3985836.34,0.3037
300,2010/6/7,2692.83,2716.4,2673.34,2695.72,395419.93,4706270.34,-1.7734
300,2010/6/8,2694.11,2720.59,2672.06,2699.34,351401.82,4267710.43,0.1343
300,2010/6/9,2711.64,2787.83,2687.33,2782.13,602095.33,7071008.05,3.067
300,2010/6/10,2755.94,2776.26,2746.11,2750.02,429063.34,5031224.43,-1.1542
300,2010/6/11,2766.2,2782.1,2755.95,2758.87,405585.85,4887147.86,0.3218
300,2010/6/17,2778.53,2784.92,2742.64,2742.73,326123.56,4029323.4,-0.585
300,2010/6/18,2739.03,2755.84,2686.61,2696.17,418083.44,5025635.09,-1.6976
300,2010/6/21,2698.98,2784.47,2686.32,2780.66,552614.82,6280919.05,3.1337
300,2010/6/22,2772.89,2795.32,2766.44,2783.72,390960.52,4520720.78,0.11
300,2010/6/23,2768.7,2788.22,2734.05,2758.5,356003.5,4160024.07,-0.906
300,2010/6/24,2753.71,2783.51,2739.81,2757.5,292206.82,3377285.7,-0.0363
300,2010/6/25,2744.12,2759.45,2715.66,2736.29,306717.82,3464917.92,-0.7692
300,2010/6/28,2734.51,2751.46,2710.09,2716.78,277100.44,3119827.71,-0.713
300,2010/6/29,2717.47,2724.23,2591.69,2592.02,487585.52,5063596.97,-4.5922
300,2010/6/30,2572.91,2575.82,2546.84,2563.07,356987.94,3580989.23,-1.1169
300,2010/7/1,2557.92,2574.1,2524.57,2526.07,328576.46,3247845.74,-1.4436
300,2010/7/2,2523.04,2542.12,2462.2,2534.11,449141,4336731.84,0.3183
300,2010/7/5,2507.35,2529.43,2476.49,2512.65,321785.74,3092229.9,-0.8468
300,2010/7/6,2504.87,2563.41,2502.93,2562.9,397147.62,3897683.65,1.9999
300,2010/7/7,2561.11,2580.61,2548.56,2580.48,357209.09,3705989.85,0.6859
300,2010/7/8,2591.51,2602.23,2564.64,2575.92,340569.66,3534876.05,-0.1767
300,2010/7/9,2578.56,2662.16,2557.26,2647.1,584930.45,6147006.69,2.7633
300,2010/7/12,2647.42,2689.81,2636.65,2676.22,584624.91,6346226.25,1.1001
300,2010/7/13,2649.66,2649.66,2618.34,2634.59,432285.06,4512510.91,-1.5556
300,2010/7/14,2640.93,2684.62,2640.54,2653.61,466888.6,4949710.67,0.7219
300,2010/7/15,2650.33,2680.44,2607.79,2608.52,404404.59,4144471.09,-1.6992
300,2010/7/16,2597,2621.33,2573.79,2616.13,350633.02,3542232.62,0.2917
300,2010/7/19,2592.09,2691.94,2585.01,2682.47,538680.7,5982612.58,2.5358
300,2010/7/20,2685.46,2746.24,2685.46,2741.5,731283.45,8095821.68,2.2006
300,2010/7/21,2744.7,2766.21,2733.72,2747.34,707570.92,7373468.46,0.213
300,2010/7/22,2738.03,2783.14,2734.07,2781.29,610648.06,6357660.3,1.2357
300,2010/7/23,2787.52,2806.98,2769.44,2793.08,645185.65,7042333.5,0.4239
300,2010/7/26,2798.76,2811.95,2775.78,2811.06,535800.26,5984890.53,0.6437
300,2010/7/27,2803.76,2812.21,2785.37,2795.72,497998.84,5596399.15,-0.5457
300,2010/7/28,2796.48,2866.4,2784.16,2863.72,799859.54,8451684.58,2.4323
300,2010/7/29,2866.77,2888.6,2852,2877.98,959654.09,9227822.45,0.498
300,2010/7/30,2871.48,2876.14,2844.68,2868.85,625755.91,6522448.24,-0.3172
300,2010/8/2,2868.28,2922.61,2867.45,2917.28,717433,7356907.44,1.6881
300,2010/8/3,2925.25,2929.61,2865.76,2865.97,817483.64,8687057.41,-1.7588
300,2010/8/4,2858.35,2876.6,2818.25,2876.43,713180.39,7567014.43,0.365
300,2010/8/5,2874.66,2877.31,2833.67,2850.83,671575.81,7303845.76,-0.89
300,2010/8/6,2848.16,2898.53,2821.03,2897.66,749148.95,8214515.09,1.6427
300,2010/8/9,2894.1,2922.62,2888.05,2918.24,747263.91,8343198.08,0.7102
300,2010/8/10,2920.4,2925.3,2832.08,2832.64,784350.34,8428369.94,-2.9333
300,2010/8/11,2823.15,2864.36,2823.15,2850.21,549791.33,5878630.22,0.6203
300,2010/8/12,2822.79,2860.37,2810.1,2816.39,598932.27,6582561.35,-1.1866
300,2010/8/13,2818.41,2856.04,2799.22,2855.55,585077.21,6292374.78,1.3904
300,2010/8/16,2851.22,2927.69,2843.02,2922.08,810680.43,9142750.76,2.3298
300,2010/8/17,2927.26,2949.73,2917.83,2942.29,764529.12,8670054.29,0.6916
300,2010/8/18,2945.98,2962.75,2924.67,2937.36,707476,8083236.81,-0.1676
300,2010/8/19,2940.77,2975.19,2928.01,2955.4,769248.65,9173458.71,0.6142
300,2010/8/20,2943.33,2951.96,2892.64,2898.33,716633.06,8229817.31,-1.931
300,2010/8/23,2895.71,2920.54,2886.66,2896.19,489155.17,5777277.93,-0.0738
300,2010/8/24,2892.13,2933.12,2866.8,2911.83,610937.96,6503659.26,0.54
300,2010/8/25,2893.99,2904.66,2842.25,2843.02,636106.21,6704822.44,-2.3631
300,2010/8/26,2853.11,2868.88,2836.13,2850.09,486704.42,5186292.29,0.2487
300,2010/8/27,2847.45,2861.07,2833.42,2858.57,407895.82,4669934.34,0.2975
300,2010/8/30,2874.25,2921.09,2872.92,2915.01,657498.82,7734161.65,1.9744
300,2010/8/31,2905.15,2910.06,2889.81,2903.19,657661.04,7997634.73,-0.4055
300,2010/9/1,2907.66,2931.76,2859.17,2884.04,769755.78,8793188.72,-0.6596
300,2010/9/2,2917.74,2931.55,2903.03,2921.39,707008.51,8892314.26,1.2951
300,2010/9/3,2926.94,2929.55,2891.88,2920.21,726410.27,8772482.96,-0.0404
300,2010/9/6,2935.89,2980.42,2935.89,2975.09,938556.81,11046611.64,1.8793
300,2010/9/7,2979.3,2991.44,2959.9,2983.11,735193.61,8548819.39,0.2696
300,2010/9/8,2970,2982.72,2953.84,2980.97,728720.02,9266087.91,-0.0717
300,2010/9/9,2986.87,2986.87,2922.2,2926.46,813955.54,10324828.01,-1.8286
300,2010/9/10,2928,2940.79,2890.04,2932.55,650867.04,8374316.38,0.2081
300,2010/9/13,2933.59,2977.08,2925.42,2962.32,672799,8753617.9,1.0152
300,2010/9/14,2971.55,2984.47,2954.51,2965.01,701059.03,8720442.17,0.0908
300,2010/9/15,2965.54,2965.54,2905.63,2913.19,716196.42,8644596.43,-1.7477
300,2010/9/16,2908.32,2917.85,2834.03,2857.79,740742.84,8419837.59,-1.9017
300,2010/9/17,2864.72,2877.08,2847.68,2861.37,519388.67,6246632.67,0.1253
300,2010/9/20,2865.04,2872.22,2829.76,2849.83,502831.04,5758298.54,-0.4033
300,2010/9/21,2859.43,2869.38,2844.13,2857.48,357518.81,4474202.52,0.2684
300,2010/9/27,2869.93,2905.53,2864.21,2905.03,490718.23,6261153.42,1.6641
300,2010/9/28,2900.54,2900.54,2875.66,2880.91,586608.26,8085974.96,-0.8303
300,2010/9/29,2877.27,2908.73,2866.85,2874.81,567822.36,7451602.2,-0.2117
300,2010/9/30,2859.06,2935.6,2857.42,2935.57,630002.47,8070972.75,2.1135
300,2010/10/8,2965.65,3055.84,2963.24,3044.23,999947.2,13498663.46,3.7015
300,2010/10/11,3069.19,3154.2,3069.19,3132.9,1587349.04,21260706.66,2.9127
300,2010/10/12,3121.64,3173.85,3106.22,3172.73,1273617.05,17824521.98,1.2713
300,2010/10/13,3176.89,3221.65,3165.58,3217.58,1446077.73,19544471.99,1.4136
300,2010/10/14,3245.13,3286.02,3215.03,3224.14,1796118.38,22765445.86,0.2039
300,2010/10/15,3204.72,3327.68,3199.12,3327.68,1934141.4,24561929.63,3.2114
300,2010/10/18,3345.8,3390.02,3288.78,3306.16,2178820.51,26788437.03,-0.6467
300,2010/10/19,3300.52,3375.87,3280,3375.67,1304417.91,16548891.45,2.1024
300,2010/10/20,3304.22,3439.23,3301.01,3396.88,1665284.6,23537205.75,0.6283
300,2010/10/21,3404.72,3418.09,3344.96,3374.69,1238832.45,17538371.27,-0.6532
300,2010/10/22,3365.6,3408.49,3346.11,3378.66,1163618.57,16315361.85,0.1176
300,2010/10/25,3386.85,3481.35,3366.43,3481.08,1454331.05,20880940.47,3.0314
300,2010/10/26,3491.47,3499.82,3436.46,3466.08,1426369.99,20521645.72,-0.4309
300,2010/10/27,3451.43,3490.22,3398.1,3403.87,1237615.7,17707255.21,-1.7948
300,2010/10/28,3390.43,3420.89,3371.44,3397.69,983494.56,14113588.2,-0.1816
300,2010/10/29,3400.26,3404.6,3351.6,3379.98,1004589.7,14552836.59,-0.5212
300,2010/11/1,3390.41,3473,3390.41,3473,1262691.48,18672576.25,2.7521
300,2010/11/2,3484.23,3522.18,3449.72,3463.13,1549114.5,23397622.85,-0.2842
300,2010/11/3,3462.74,3474.71,3419.08,3420.34,1263593.03,17880332.98,-1.2356
300,2010/11/4,3426.46,3480.93,3419.64,3480.51,1167994.81,16472139.38,1.7592
300,2010/11/5,3538.99,3554.47,3498.28,3520.8,1376880.27,19661804.15,1.1576
300,2010/11/8,3534.19,3549.31,3506.38,3548.57,1264707.59,17406758.18,0.7887
300,2010/11/9,3547.44,3547.44,3498.62,3523.95,1224545.33,17017487.67,-0.6938
300,2010/11/10,3507.2,3508.28,3470.97,3499.11,1200785.78,17652978.33,-0.7049
300,2010/11/11,3490.74,3557.99,3484.89,3509.98,1389762.33,20912152.48,0.3107
300,2010/11/12,3484.61,3497.06,3284.35,3291.83,1607338.5,22420079.11,-6.2151
300,2010/11/15,3298.74,3319.98,3241.76,3314.89,1023157.24,14449295.24,0.7005
300,2010/11/16,3311.62,3311.62,3155.48,3169.54,1083070.72,15427811.33,-4.3848
300,2010/11/17,3124.11,3168.93,3087.51,3103.91,832580.8,11898123.16,-2.0706
300,2010/11/18,3134.94,3158.63,3097.39,3147.96,656972.92,9447611.58,1.4192
300,2010/11/19,3168.17,3178.85,3076.21,3178.85,833476.54,11467297.73,0.9813
300,2010/11/22,3148.22,3200.47,3137.75,3171.94,832127.76,11430297.48,-0.2174
300,2010/11/23,3156.48,3156.48,3061.62,3107.18,773995.91,10528146.15,-2.0417
300,2010/11/24,3088.99,3177.41,3088.99,3177.04,753320.83,10768844.66,2.2483
300,2010/11/25,3197.97,3227.05,3172.28,3223.48,834420.94,11694829.53,1.4617
300,2010/11/26,3214.13,3224.52,3170.36,3194.85,644678.24,9622636.72,-0.8882
300,2010/11/29,3183.54,3206.76,3159.46,3190.05,589948.92,8879907.4,-0.1502
300,2010/11/30,3187.53,3205.78,3060.44,3136.99,857623.55,12057232.85,-1.6633
300,2010/12/1,3127.26,3150.44,3111.65,3136.02,488826.68,6947257.96,-0.0309
300,2010/12/2,3185.76,3194.23,3154.32,3155.06,610239.08,8976427.81,0.6071
300,2010/12/3,3161.93,3171.38,3134.42,3158.16,504753.54,7138733.73,0.0983
300,2010/12/6,3168.88,3185.33,3140.56,3165.57,563626.3,8004320.79,0.2346
300,2010/12/7,3152.73,3214.69,3112.22,3200.34,584836.53,8554829.31,1.0984
300,2010/12/8,3194.9,3215.28,3166.77,3171.88,595156.63,8705610.5,-0.8893
300,2010/12/9,3156,3175.05,3122.2,3123.37,661529.65,8315903.62,-1.5294
300,2010/12/10,3107.38,3172.16,3101.08,3161.98,571081.05,7806911.74,1.2362
300,2010/12/13,3176.34,3261.34,3173.56,3261.06,957137.39,13208835.36,3.1335
300,2010/12/14,3270.2,3279.37,3254.18,3269.47,841042.41,11492873.66,0.2579
300,2010/12/15,3270.78,3282.77,3242.52,3247.64,722697.85,10479317.44,-0.6677
300,2010/12/16,3246.01,3258.39,3224.12,3230.67,567996.25,7926237.7,-0.5225
300,2010/12/17,3229.3,3232.84,3212.58,3225.66,449191.47,6569725.97,-0.1551
300,2010/12/20,3239.02,3249.76,3118,3178.66,747596.93,10752197.73,-1.4571
300,2010/12/21,3184.7,3251.55,3168.89,3249.51,798524.2,11246167.53,2.2289
300,2010/12/22,3253.82,3263.45,3201.67,3215.45,699362.58,9830903.24,-1.0482
300,2010/12/23,3210.67,3237.64,3183.15,3188.61,613158.47,8443047.64,-0.8347
300,2010/12/24,3170.64,3187.72,3139.45,3162.96,551377.67,7298913.62,-0.8044
300,2010/12/27,3176.11,3219.66,3092.26,3099.71,700171.07,9985547.86,-1.9997
300,2010/12/28,3084.82,3095.36,3041.33,3044.93,563257.49,7484395.66,-1.7673
300,2010/12/29,3049.93,3062.56,3025.22,3061.83,451927.75,6013477.72,0.555
300,2010/12/30,3063.05,3079.91,3027.9,3064.1,542814.29,7028427.59,0.0741
300,2010/12/31,3069.05,3129.45,3067.11,3128.26,625660.78,9054590.12,2.0939
300,2011/1/4,3155.56,3194.36,3143.6,3189.68,854104.4,12915962.08,1.9634
300,2011/1/5,3170.18,3193.78,3158.87,3175.66,792688.1,11694321.39,-0.4395
300,2011/1/6,3177.84,3198.05,3152.57,3159.64,596810.92,9156844.7,-0.5045
300,2011/1/7,3156.36,3209.9,3141.13,3166.62,840932.33,11365125.02,0.2209
300,2011/1/10,3162.09,3182.78,3102.43,3108.19,654944.06,8799288.17,-1.8452
300,2011/1/11,3096.25,3131.29,3084.51,3124.92,569859.17,7483244.94,0.5383
300,2011/1/12,3135.18,3153.43,3099.41,3142.34,584985.18,7155142.14,0.5575
300,2011/1/13,3153.99,3157.04,3127.16,3141.28,519369.88,6692578.37,-0.0337
300,2011/1/14,3129.67,3129.67,3083.51,3091.86,533514.39,7101210.01,-1.5732
300,2011/1/17,3067.43,3078.88,2968.61,2974.35,668075.62,8545412.11,-3.8006
300,2011/1/18,2965.42,2984.47,2947.6,2977.65,429645.64,5465241.65,0.1109
300,2011/1/19,2978.46,3045.61,2967.24,3044.85,565719.42,7277222.69,2.2568
300,2011/1/20,3037.86,3037.86,2944.5,2944.71,610466.43,7644011.67,-3.2888
300,2011/1/21,2935.23,3030.27,2935.14,2983.46,731029.66,8515779.07,1.3159
300,2011/1/24,2986.09,2999.2,2943.92,2954.23,654725.45,7580523.61,-0.9797
300,2011/1/25,2949.65,2960.59,2919.16,2938.65,489826.89,5757281.95,-0.5274
300,2011/1/26,2939.77,2982.32,2939.36,2978.43,433749.79,5174603.81,1.3537
300,2011/1/27,2953.59,3037.16,2935.27,3026.47,825859.19,9697602.99,1.6129
300,2011/1/28,3020.12,3047.27,3011.38,3036.74,630135.89,7824191.77,0.3393
300,2011/1/31,3035.42,3076.55,3032.45,3076.51,671059.14,8307030.94,1.3096
300,2011/2/1,3083.49,3087.23,3062.83,3077.28,498625.3,6583269.85,0.025
300,2011/2/9,3055.4,3087.55,3031.75,3040.95,603941.45,7814835.62,-1.1806
300,2011/2/10,3034.08,3105.32,3024.35,3104.16,666036.62,8696727.37,2.0786
300,2011/2/11,3100.27,3133.5,3092.58,3120.96,759755.53,9900150.08,0.5412
300,2011/2/14,3123.25,3227.43,3123.25,3219.14,1213023.31,15582938.08,3.1458
300,2011/2/15,3223.22,3259.64,3215.62,3217.67,1095544.38,14774722.79,-0.0457
300,2011/2/16,3211.14,3248.85,3195.47,3248.53,913342.83,12554959.69,0.9591
300,2011/2/17,3255.63,3265.26,3218.91,3245.91,889646.95,12755967.38,-0.0807
300,2011/2/18,3240.05,3242.37,3203.12,3211.88,753786.84,10474337.16,-1.0484
300,2011/2/21,3192.15,3258.28,3189.85,3257.91,793997.76,10805588.24,1.4331
300,2011/2/22,3267.62,3269.05,3161.83,3163.58,1078637.41,14758860.9,-2.8954
300,2011/2/23,3152.44,3182.19,3145.99,3174.74,713248.54,9725142.27,0.3528
300,2011/2/24,3170.24,3195.69,3157.97,3190.94,664868.93,9490828.15,0.5103
300,2011/2/25,3190.87,3213.79,3159.85,3197.62,616192.75,8827589.94,0.2093
300,2011/2/28,3200.68,3241.6,3178.83,3239.56,766306.63,10924997.08,1.3116
300,2011/3/1,3241.71,3273.51,3235.75,3254.89,885669.54,12404075.58,0.4732
300,2011/3/2,3237.12,3257.42,3202.83,3243.3,809106.41,11359200.75,-0.3561
300,2011/3/3,3248.16,3271.64,3221.04,3221.72,1012199.97,13121779.77,-0.6654
300,2011/3/4,3223.51,3273.66,3217.48,3270.67,800139.15,10740181.05,1.5194
300,2011/3/7,3287.41,3337.47,3287.41,3334.51,1181871.97,17040677.25,1.9519
300,2011/3/8,3335.71,3342.71,3311.72,3337.46,848786.55,12630632.61,0.0885
300,2011/3/9,3344.1,3355.49,3322.7,3338.86,780263.61,11353409,0.0419
300,2011/3/10,3330.44,3330.44,3279.33,3280.26,782126.42,11795263.1,-1.7551
300,2011/3/11,3263.08,3290.7,3240.18,3247.38,672083.35,10030607.71,-1.0024
300,2011/3/14,3238.91,3263.91,3230.11,3262.92,636897.83,9413468.8,0.4785
300,2011/3/15,3250.6,3250.6,3147.96,3203.96,960339.79,12960331.52,-1.807
300,2011/3/16,3204.92,3250.88,3202.93,3248.2,788595.2,11182609.57,1.3808
300,2011/3/17,3216.29,3240.38,3185.08,3197.1,856871.14,11729572.76,-1.5732
300,2011/3/18,3228.92,3239.96,3205.14,3215.69,613401.61,8684520.01,0.5815
300,2011/3/21,3220.68,3236.28,3194.15,3207.11,591050.37,8410573.91,-0.2668
300,2011/3/22,3217.8,3227.8,3175.93,3222.96,572486.84,8000979.28,0.4942
300,2011/3/23,3222.33,3267,3216.65,3264.93,720775.85,9854042.37,1.3022
300,2011/3/24,3269.58,3273.37,3250.02,3251.36,613042.44,8805890.59,-0.4156
300,2011/3/25,3256.18,3304.26,3254.68,3294.48,868959.79,12202136.7,1.3262
300,2011/3/28,3307.41,3328.07,3286.86,3290.57,976843,13903008.3,-0.1187
300,2011/3/29,3288.56,3309.2,3256.34,3257.98,1052801.64,13290807.67,-0.9904
300,2011/3/30,3256.72,3274.98,3233.11,3256.08,783363.37,10327193.03,-0.0583
300,2011/3/31,3257.16,3264.96,3210.17,3223.29,645038.8,8656537.27,-1.007
300,2011/4/1,3227.56,3272.77,3220.91,3272.73,630947.22,8671154.99,1.5338
300,2011/4/6,3269.19,3315.3,3268.77,3311.07,1058236.74,14303009.09,1.1715
300,2011/4/7,3313.47,3330.81,3302.82,3324.42,846817.62,11267858.58,0.4032
300,2011/4/8,3321.54,3353.89,3314.09,3353.36,739292.1,10732931.63,0.8705
300,2011/4/11,3363.37,3380.53,3331.17,3333.43,1044205.45,14197438.57,-0.5943
